247392	351.001	19	26.2	0.105777	21
1285796	163.001	18	14.1	0.0437192	17
736828	882.002	20	81.4	0.0483061	13
630800	4052	23	252.7	0.0852831	12
509204	269	20	17.5	0.104749	25
1804652	4482.01	21	253.1	0.108364	13
586484	98.0003	20	15.3	0.0161686	11
1831140	71.9998	16	11.6	0.0628251	22
1227412	235	18	17.5	0.0719138	15
1734168	960.001	21	80.2	0.0408976	13
1500332	275	21	24	0.0762139	16
385976	2899.99	24	252.9	0.0401861	11
336536	769	22	60	0.0459538	15
223312	198.999	20	23.9	0.0288711	12
799892	220	23	19.7	0.0124061	8
608488	1961	22	159.6	0.0398543	11
993248	85	17	18	0.0251782	10
1417300	6174.01	19	252.6	0.262599	21
764444	807.001	19	65.2	0.0566605	12
727712	6272	19	253	0.260306	22
918400	1201	23	111.6	0.0259124	11
1465480	2093	24	179.5	0.0297542	10
933224	7121.99	21	252.9	0.36007	23
1960580	174.001	19	17.1	0.045315	24
1872364	268	21	21	0.0545898	14
838660	263	22	26.5	0.0324794	9
1402376	273.001	23	21.1	0.0394345	14
759992	261	21	20.3	0.090025	28
1654712	308.999	20	31.3	0.0322418	13
1189664	85.9997	19	19.2	0.00410974	12
733856	179.001	20	15.1	0.0688395	17
603416	196	20	17	0.0320633	19
1110648	161	19	26.3	0.0290547	7
1188976	4155.01	23	253.1	0.0843256	9
1193360	160	18	14.3	0.0724537	16
1501820	139	19	18.3	0.0241434	16
1301116	161.999	21	13.9	0.036111	16
1435456	459.999	20	46.3	0.0348743	12
1686872	705.998	23	56.1	0.0519792	12
1801616	166.999	18	18.9	0.0274611	17
800348	373.001	20	41.1	0.0359678	12
1771172	1237	23	113.9	0.0286294	12
124456	284.999	29	18.4	0.0505872	15
923280	125	18	12	0.0764416	23
851920	419.999	22	32.4	0.0507252	13
900408	176	20	17.5	0.0666125	16
1204876	153	17	20.3	0.0325515	15
64056	220	23	18	0.0332957	19
968136	95.0002	18	11.9	0.0455353	16
1774352	1828	21	165	0.0313616	11
301492	261.001	19	23.7	0.032526	14
353876	1019	22	93.1	0.0413199	12
889376	200.001	21	21.1	0.0450173	8
1773064	151.999	20	19.4	0.0264111	15
1822632	102	18	13.8	-0.000225837	11
1020584	218	20	24.8	0.0186369	13
641704	2140	23	174	0.0486437	12
1406856	324	19	40.5	0.0268895	14
1282840	66.9997	19	15.2	0.00623128	11
732576	143	20	17.7	0.0716652	16
1057848	277.001	21	24.7	0.0679171	22
1524572	839.999	24	67.8	0.0383194	12
1557692	660	20	49	0.0874998	17
1716000	171	18	15.2	0.0830481	23
1710752	788	22	59.5	0.0526884	20
1043344	279.001	21	33.6	0.0136241	13
945584	146	18	18.7	0.0266558	10
713056	1584	23	131.8	0.0512356	17
1627696	359.001	22	28.1	0.0930057	30
332776	169.999	18	17.9	0.0176808	19
1983868	109	16	12.3	0.0408487	33
104132	285.001	19	30.6	0.0162321	14
1610896	389.999	21	27.4	0.0995886	21
1162264	218	19	29.7	0.0133981	11
116256	201	25	15.7	0.00955989	19
1143056	397.999	18	32.9	0.0572606	12
697532	359	21	36	0.0184282	12
1454536	6192.99	20	252.9	0.270595	21
132272	102	17	13.3	0.0291243	11
751600	168.001	19	14.1	0.0319726	20
1747504	144	16	14.2	0.0462963	21
1657196	170	23	15.5	-0.0226593	12
1729540	154	19	14.7	0.0150649	25
706996	8698.99	18	253.1	0.431101	27
1194656	647.001	21	55.2	0.0423262	13
597824	1729	22	149.2	0.0416406	13
1798208	459.001	21	38.1	0.0684833	20
620180	90.0003	17	11.8	0.00620856	12
66520	226.001	23	19.1	0.0461485	25
1647312	244	20	16.3	0.0538265	21
417940	629.001	22	49.7	0.0615154	13
1216132	181.999	18	21.4	0.035319	15
333832	352.999	20	39.9	0.0393486	13
1659256	155	22	19.5	-0.0154518	12
637504	1025	23	92.9	0.0373657	9
734304	139.999	19	19.4	0.0115898	11
1430684	423	19	43	0.0290278	11
348636	256.999	20	15.4	0.114733	31
1163556	323	19	31	0.0245447	13
242476	66.9998	19	14.7	0.0205618	13
506844	517	20	46.1	0.04135	15
114608	204	21	18.2	0.0512945	17
547812	283	20	25	0.0234472	11
834268	226	19	21	0.0419581	13
145944	7584.98	22	252.8	0.392025	25
905620	154	17	12.2	0.0685874	15
350784	47.0002	18	14.9	-0.0039165	9
1980228	224	21	22.8	0.0155133	13
1003828	154	21	18.7	0.0382882	11
1790792	491.999	19	34.4	0.0838717	21
1473312	272.999	18	21.9	0.0492404	16
1237908	1974	21	169.2	0.038115	14
1875956	229	20	14.3	0.040543	15
914588	186.001	20	20.6	0.0377584	19
1353452	2678	22	222.2	0.0493523	12
1120900	934	21	84	0.0292419	12
599844	431.999	23	35.9	0.030964	13
783648	116	18	14.4	0.0200272	12
579464	480.001	24	34.7	0.0608233	16
107016	124	20	13.7	0.0176877	22
828752	1314	22	104	0.0528286	17
230900	206	18	13.2	0.135991	34
1136456	278.001	18	26.1	0.0438156	12
1346220	844.002	25	76.9	0.0327282	12
1822204	193	21	19.8	0.0178958	10
891368	754.001	23	82.2	0.0257112	10
1120992	246	18	28.7	0.0395299	11
1212744	436	20	40.5	0.0613013	12
1910984	91.0002	18	14.9	0.00993677	11
789792	168.999	18	17.9	0.0381372	19
1227284	131	16	14.8	0.0479656	23
1170028	1164	23	82.5	0.0753163	18
1166388	6892.02	19	253.2	0.326473	24
1702744	304	20	20	0.0789589	38
410988	217	20	17.3	0.0698367	25
1215700	376.999	21	36.3	0.0547816	14
824828	348	20	19.5	0.123302	27
683468	205	22	18.2	0.0291253	14
410044	2757.99	22	220.4	0.0445191	13
445004	212.001	19	28.6	0.0354246	10
530632	1158	21	93.5	0.0508722	14
396076	2257.99	23	220.9	0.0310937	12
292772	370.999	21	31.4	0.0492408	17
298060	116	19	14.8	0.0614151	22
966156	132.001	19	14.6	0.0133212	20
1233488	98.9997	18	14.7	0.0310824	22
1668264	4404.99	20	252.9	0.112445	14
174940	195	21	36.2	0.0147342	6
